No;Jenis Rambu;N;E;Kelurahan;Kecamatan;Kabupaten ;Tahun;Foto
489;Jalur Evakuasi;-7.07332;112.21194;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0489.png
490;Peringatan Banjir;-7.06971;112.20444;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0490.png
491;Peringatan Banjir;-7.07242;112.20884;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0491.png
492;Jalur Evakuasi;-7.07167;112.2061;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0492.png
493;Titik Kumpul;-6.89555;112.03873;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0493.png
494;Peringatan Banjir;-7.07273;112.20947;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0494.png
495;Jalur Evakuasi;-7.07113;112.20441;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0495.png
496;Jalur Evakuasi;-7.05985;112.21388;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0496.png
497;Jalur Evakuasi;-7.06078;112.21497;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0497.png
498;Jalur Evakuasi;-7.06489;112.21684;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0498.png
499;Jalur Evakuasi;-7.07008;112.20624;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0499.png
500;Jalur Evakuasi;-7.07772;112.19387;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0500.png
501;Peringatan Banjir;-7.08051;112.18785;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0501.png
502;Peringatan Banjir;-7.08121;112.18824;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0502.png
503;Peringatan Banjir;-7.07961;112.19246;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0503.png
504;Titik Kumpul;-7.06733;112.21768;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0504.png
505;Peringatan Banjir;-7.07641;112.19722;Kedungharjo;Widang;Tuban;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0505.png
506;Jalur Evakuasi;-7.48733;111.4967;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0506.png
507;Jalur Evakuasi;-7.48655;111.4975;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0507.png
508;Peringatan Banjir;-7.51298;111.51875;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0508.png
509;Titik Kumpul;-7.51179;111.49294;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0509.png
510;Jalur Evakuasi;-7.48513;111.49568;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0510.png
511;Titik Kumpul;-7.50288;111.49448;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0511.png
512;Jalur Evakuasi;-7.48822;111.49971;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0512.png
513;Jalur Evakuasi;-7.48976;111.49575;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0513.png
514;Jalur Evakuasi;-7.51161;111.49074;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0514.png
515;Jalur Evakuasi;-7.48404;111.49792;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0515.png
516;Jalur Evakuasi;-7.50995;111.51322;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0516.png
517;Jalur Evakuasi;-7.51438;111.51324;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0517.png
518;Jalur Evakuasi;-7.61717;111.50829;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0518.png
519;Jalur Evakuasi;-7.51137;111.51557;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0519.png
520;Jalur Evakuasi;-7.52037;111.50658;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0520.png
521;Jalur Evakuasi;-7.51282;111.51497;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0521.png
522;Jalur Evakuasi;-7.51398;111.51909;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0522.png
523;Jalur Evakuasi;-7.51519;111.51018;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0523.png
524;Jalur Evakuasi;-7.51208;111.51394;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0524.png
525;Jalur Evakuasi;-7.51624;111.51367;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0525.png
526;Jalur Evakuasi;-7.50979;111.51627;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0526.png
527;Jalur Evakuasi;-7.51603;111.51317;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0527.png
528;Jalur Evakuasi;-7.50905;111.51232;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0528.png
529;Jalur Evakuasi;-7.51675;111.51552;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0529.png
530;Titik Kumpul;-7.4883;111.49643;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0530.png
531;Jalur Evakuasi;-7.50839;111.51165;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0531.png
532;Jalur Evakuasi;-7.50775;111.51422;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0532.png
533;Jalur Evakuasi;-7.51096;111.51139;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0533.png
534;Jalur Evakuasi;-7.51549;111.51812;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0534.png
535;Jalur Evakuasi;-7.51298;111.51057;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0535.png
536;Jalur Evakuasi;-7.51808;111.50772;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0536.png
537;Peringatan Banjir;-7.502;111.49188;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0537.png
538;Jalur Evakuasi;-7.5093;111.51241;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0538.png
539;Titik Kumpul;-7.51591;111.51264;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0539.png
540;Jalur Evakuasi;-7.48676;111.49716;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0540.png
541;Jalur Evakuasi;-7.51929;111.50703;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0541.png
542;Jalur Evakuasi;-7.51036;111.51402;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0542.png
543;Titik Kumpul;-7.51103;111.51522;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0543.png
544;Jalur Evakuasi;-7.48645;111.50041;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0544.png
545;Jalur Evakuasi;-7.51167;111.48871;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0545.png
546;Jalur Evakuasi;-7.51297;111.48969;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0546.png
547;Jalur Evakuasi;-7.51425;111.50988;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0547.png
548;Jalur Evakuasi;-7.51659;111.51481;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0548.png
549;Jalur Evakuasi;-7.48303;111.49995;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0549.png
550;Jalur Evakuasi;-7.50801;111.51288;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0550.png
551;Jalur Evakuasi;-7.51321;111.49144;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0551.png
552;Jalur Evakuasi;-7.5105;111.51159;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0552.png
553;Peringatan Banjir;-7.49327;111.49618;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0553.png
554;Jalur Evakuasi;-7.51469;111.4923;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0554.png
555;Peringatan Banjir;-7.49215;111.49431;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0555.png
556;Titik Kumpul;-7.48549;111.50048;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0556.png
557;Jalur Evakuasi;-7.51251;111.49285;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0557.png
558;Jalur Evakuasi;-7.48545;111.49777;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0558.png
559;Titik Kumpul;-7.51523;111.50939;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0559.png
560;Jalur Evakuasi;-7.48553;111.49865;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0560.png
561;Jalur Evakuasi;-7.51356;111.49265;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0561.png
562;Peringatan Banjir;-7.49357;111.49628;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0562.png
563;Titik Kumpul;-7.51294;111.51884;Purwosari;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0563.png
564;Jalur Evakuasi;-7.48933;111.49927;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0564.png
565;Jalur Evakuasi;-7.48483;111.50036;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0565.png
566;Jalur Evakuasi;-7.51175;111.51668;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0566.png
567;Jalur Evakuasi;-7.51402;111.48763;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0567.png
568;Jalur Evakuasi;-7.51316;111.51372;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0568.png
569;Jalur Evakuasi;-7.48524;111.43668;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0569.png
570;Titik Kumpul;-7.5033;111.49152;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0570.png
571;Peringatan Banjir;-7.50942;111.51218;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0571.png
572;Jalur Evakuasi;-7.48233;111.50076;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0572.png
573;Peringatan Banjir;-7.51124;111.51583;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0573.png
574;Jalur Evakuasi;-7.50743;111.4905;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0574.png
575;Jalur Evakuasi;-7.50394;111.49132;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0575.png
576;Jalur Evakuasi;-7.51031;111.48933;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0576.png
577;Jalur Evakuasi;-7.50088;111.49521;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0577.png
578;Jalur Evakuasi;-7.50263;111.49474;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0578.png
579;Jalur Evakuasi;-7.4912;111.49872;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0579.png
580;Jalur Evakuasi;-7.51636;111.5088;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0580.png
581;Peringatan Banjir;-7.50905;111.51228;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0581.png
582;Jalur Evakuasi;-7.49346;111.49429;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0582.png
583;Jalur Evakuasi;-7.51558;111.51123;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0583.png
584;Peringatan Banjir;-7.51071;111.49024;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0584.png
585;Jalur Evakuasi;-7.50961;111.49192;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0585.png
586;Jalur Evakuasi;-7.49992;111.49249;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0586.png
587;Jalur Evakuasi;-7.48419;111.50019;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0587.png
588;Jalur Evakuasi;-7.50773;111.51548;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0588.png
589;Jalur Evakuasi;-7.51633;111.51763;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0589.png
590;Jalur Evakuasi;-7.51282;111.51835;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0590.png
591;Jalur Evakuasi;-7.51928;111.50709;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0591.png
592;Jalur Evakuasi;-7.50927;111.49044;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0592.png
593;Jalur Evakuasi;-7.51575;111.51189;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0593.png
594;Jalur Evakuasi;-7.5097;111.49262;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0594.png
595;Jalur Evakuasi;-7.50445;111.49421;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0595.png
596;Jalur Evakuasi;-7.51237;111.5176;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0596.png
597;Jalur Evakuasi;-7.51716;111.50833;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0597.png
598;Jalur Evakuasi;-7.50484;111.49109;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0598.png
599;Jalur Evakuasi;-7.50224;111.49225;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0599.png
600;Jalur Evakuasi;-7.5015;111.49188;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0600.png
601;Jalur Evakuasi;-7.49819;111.49285;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0601.png
602;Jalur Evakuasi;-7.50484;111.49111;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0602.png
603;Jalur Evakuasi;-7.50716;111.49341;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0603.png
604;Jalur Evakuasi;-7.51538;111.50881;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0604.png
605;Jalur Evakuasi;-7.51248;111.51075;Simo;Kwadungan;Ngawi;2020;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0605.png
606;Titik Kumpul;-8.2043849;111.8231015;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0606.png
607;Titik Kumpul;-7.9662815;111.8473377;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0607.png
608;Titik Kumpul;-7.979275;111.7970929;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0608.png
609;Titik Kumpul;-7.9675025;111.84901;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0609.png
610;Titik Kumpul;-7.9697429;111.7813275;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0610.png
611;Titik Kumpul;-7.9812375;111.7921629;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0611.png
612;Titik Kumpul;-8.2034112;111.8214646;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0612.png
613;Titik Kumpul;-8.1947857;111.8253739;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0613.png
614;Titik Kumpul;-8.1982696;111.8191587;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0614.png
615;Titik Kumpul;-8.1990617;111.8267315;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0615.png
616;Titik Kumpul;-8.1956748;111.9704471;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0616.png
617;Titik Kumpul;-8.1790901;111.968452;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0617.png
618;Peringatan Longsor;-7.9723751;111.779446;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0618.png
619;Peringatan Longsor;-7.9659497;111.8467143;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0619.png
620;Peringatan Longsor;-7.981872;111.7928737;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0620.png
621;Peringatan Longsor;-7.9533048;111.7915313;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0621.png
622;Peringatan Longsor;-8.001711;111.8473692;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0622.png
623;Peringatan Longsor;-7.9703381;111.7803803;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0623.png
624;Peringatan Longsor;-7.9513439;111.79117;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0624.png
625;Peringatan Longsor;-7.9631251;111.8427233;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0625.png
626;Peringatan Longsor;-7.9621504;111.8388829;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0626.png
627;Peringatan Longsor;-8.0015081;111.8461831;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0627.png
628;Peringatan Longsor;-8.1953126;111.9692947;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0628.png
629;Peringatan Longsor;-7.9986135;111.8439489;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0629.png
630;Peringatan Longsor;-7.9710838;111.7788306;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0630.png
631;Peringatan Longsor;-7.9637938;111.8358071;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0631.png
632;Peringatan Longsor;-7.9625105;111.8376669;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0632.png
633;Peringatan Longsor;-7.9750803;111.7799217;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0633.png
634;Peringatan Longsor;-7.9827251;111.795804;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0634.png
635;Peringatan Longsor;-7.9603583;111.7903625;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0635.png
636;Peringatan Longsor;-7.9992672;111.8449713;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0636.png
637;Peringatan Longsor;-7.9496664;111.7922079;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0637.png
638;Peringatan Longsor;-7.9708092;111.8516706;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0638.png
639;Peringatan Longsor;-8.1985662;111.9636994;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0639.png
640;Peringatan Tsunami;-8.3115421;112.027824;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0640.png
641;Peringatan Tsunami;-8.3109797;112.0272085;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0641.png
642;Peringatan Tsunami;-8.3088379;112.0250258;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0642.png
643;Peringatan Tsunami;-8.3089837;112.0297149;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0643.png
644;Peringatan Tsunami;-8.3079261;112.0324804;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0644.png
645;Peringatan Banjir;-8.1722487;111.9733345;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0645.png
646;Peringatan Banjir;-8.1799375;111.9735574;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0646.png
647;Peringatan Banjir;-8.1831203;111.9732758;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0647.png
648;Peringatan Banjir;-8.1724393;111.9732996;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0648.png
649;Jalur Evakuasi;-7.9702652;111.7794104;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0649.png
650;Jalur Evakuasi;-7.9615301;111.8390552;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0650.png
651;Jalur Evakuasi;-7.9723222;111.791729;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0651.png
652;Jalur Evakuasi;-7.9619179;111.8360335;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0652.png
653;Jalur Evakuasi;-7.972541;111.785454;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0653.png
654;Jalur Evakuasi;-7.9670426;111.8481306;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0654.png
655;Jalur Evakuasi;-7.962285;111.8388074;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0655.png
656;Papan Himbauan Longsor;-7.959745;111.7905207;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0656.png
657;Papan Himbauan Longsor;-7.9253087;111.7879071;;;Tulungagung;2022;C:\Users\ardha\Documents\Data Rambu dan EWS\For GIS\Photos\0657.png
